
Predictions were generated on 14-Feb-2025 at 21:58:30 using OpenFAST, compiled on Jan 03 2025 at 11:34:41 as a 64-bit application using single precision at commit v4.0.0
 linked with  NWTC Subroutine Library; ElastoDyn; InflowWind; AeroDyn; ServoDyn; SeaState; HydroDyn

Description from the FAST input file: IEA 15 MW offshore reference model on UMaine VolturnUS-S semi-submersible floating platform

Time	PtfmSurge	PtfmSway	PtfmHeave	PtfmRoll	PtfmPitch	PtfmYaw	RtAeroPwr	RtFldFxh	RtFldFyh	RtFldFzh	RtFldMxh	RtFldMyh	RtFldMzh	RtVAvgxh	RtFldCp	RtFldCt	RtArea	RtSpeed	RtTSR	B1Pitch	B2Pitch	B3Pitch	GenPwr	GenTq	Wave1Elev	Wave1Elv1	Wave1Elv2	Wave2Elev	Wave2Elv1	Wave2Elv2
(s)	(m)	(m)	(m)	(deg)	(deg)	(deg)	(W)	(N)	(N)	(N)	(N-m)	(N-m)	(N-m)	(m/s)	(-)	(-)	(m^2)	(rpm)	(-)	(deg)	(deg)	(deg)	(kW)	(kN-m)	(m)	(m)	(m)	INVALID	INVALID	INVALID
  212.3700	 1.423E+01	-2.747E-01	 2.276E-01	 5.742E-01	 2.728E+00	-7.408E-02	 1.845E+07	 1.383E+06	 1.266E+04	-5.253E+04	 2.341E+07	-7.740E+06	 8.497E+06	 1.546E+01	 1.791E-01	 2.075E-01	 4.554E+04	 7.525E+00	 6.138E+00	 1.149E+01	 1.149E+01	 1.149E+01	 1.495E+04	 1.979E+04	 1.716E+00	 1.716E+00	 0.000E+00	 0.000E+00	 0.000E+00	 0.000E+00
  212.3800	 1.424E+01	-2.747E-01	 2.318E-01	 5.736E-01	 2.726E+00	-7.399E-02	 1.846E+07	 1.383E+06	 1.215E+04	-5.270E+04	 2.342E+07	-7.665E+06	 8.583E+06	 1.546E+01	 1.791E-01	 2.074E-01	 4.554E+04	 7.526E+00	 6.138E+00	 1.149E+01	 1.149E+01	 1.149E+01	 1.495E+04	 1.979E+04	 1.728E+00	 1.728E+00	 0.000E+00	 0.000E+00	 0.000E+00	 0.000E+00
  212.3900	 1.424E+01	-2.748E-01	 2.360E-01	 5.730E-01	 2.723E+00	-7.389E-02	 1.847E+07	 1.383E+06	 1.165E+04	-5.286E+04	 2.343E+07	-7.589E+06	 8.669E+06	 1.546E+01	 1.791E-01	 2.074E-01	 4.554E+04	 7.527E+00	 6.138E+00	 1.149E+01	 1.149E+01	 1.149E+01	 1.496E+04	 1.979E+04	 1.739E+00	 1.739E+00	 0.000E+00	 0.000E+00	 0.000E+00	 0.000E+00
  212.4000	 1.424E+01	-2.748E-01	 2.402E-01	 5.724E-01	 2.721E+00	-7.379E-02	 1.848E+07	 1.384E+06	 1.114E+04	-5.302E+04	 2.344E+07	-7.512E+06	 8.755E+06	 1.546E+01	 1.791E-01	 2.074E-01	 4.554E+04	 7.528E+00	 6.138E+00	 1.149E+01	 1.149E+01	 1.149E+01	 1.496E+04	 1.979E+04	 1.750E+00	 1.750E+00	 0.000E+00	 0.000E+00	 0.000E+00	 0.000E+00
  212.4100	 1.424E+01	-2.748E-01	 2.443E-01	 5.718E-01	 2.718E+00	-7.369E-02	 1.848E+07	 1.384E+06	 1.063E+04	-5.318E+04	 2.344E+07	-7.435E+06	 8.841E+06	 1.547E+01	 1.791E-01	 2.074E-01	 4.554E+04	 7.529E+00	 6.138E+00	 1.150E+01	 1.150E+01	 1.150E+01	 1.496E+04	 1.979E+04	 1.762E+00	 1.762E+00	 0.000E+00	 0.000E+00	 0.000E+00	 0.000E+00
  212.4200	 1.424E+01	-2.748E-01	 2.484E-01	 5.713E-01	 2.715E+00	-7.359E-02	 1.849E+07	 1.384E+06	 1.013E+04	-5.334E+04	 2.345E+07	-7.357E+06	 8.926E+06	 1.547E+01	 1.791E-01	 2.074E-01	 4.554E+04	 7.530E+00	 6.138E+00	 1.150E+01	 1.150E+01	 1.150E+01	 1.496E+04	 1.979E+04	 1.773E+00	 1.773E+00	 0.000E+00	 0.000E+00	 0.000E+00	 0.000E+00
  212.4300	 1.424E+01	-2.748E-01	 2.525E-01	 5.707E-01	 2.713E+00	-7.350E-02	 1.850E+07	 1.385E+06	 9.619E+03	-5.350E+04	 2.346E+07	-7.278E+06	 9.012E+06	 1.547E+01	 1.791E-01	 2.074E-01	 4.554E+04	 7.531E+00	 6.138E+00	 1.150E+01	 1.150E+01	 1.150E+01	 1.496E+04	 1.979E+04	 1.784E+00	 1.784E+00	 0.000E+00	 0.000E+00	 0.000E+00	 0.000E+00
  212.4400	 1.424E+01	-2.748E-01	 2.566E-01	 5.701E-01	 2.710E+00	-7.340E-02	 1.851E+07	 1.385E+06	 9.111E+03	-5.365E+04	 2.346E+07	-7.198E+06	 9.097E+06	 1.547E+01	 1.791E-01	 2.074E-01	 4.554E+04	 7.532E+00	 6.138E+00	 1.150E+01	 1.150E+01	 1.150E+01	 1.497E+04	 1.979E+04	 1.796E+00	 1.796E+00	 0.000E+00	 0.000E+00	 0.000E+00	 0.000E+00
  212.4500	 1.424E+01	-2.749E-01	 2.607E-01	 5.695E-01	 2.707E+00	-7.330E-02	 1.851E+07	 1.385E+06	 8.603E+03	-5.380E+04	 2.347E+07	-7.118E+06	 9.182E+06	 1.547E+01	 1.791E-01	 2.074E-01	 4.554E+04	 7.533E+00	 6.138E+00	 1.150E+01	 1.150E+01	 1.150E+01	 1.497E+04	 1.979E+04	 1.807E+00	 1.807E+00	 0.000E+00	 0.000E+00	 0.000E+00	 0.000E+00
  212.4600	 1.424E+01	-2.749E-01	 2.647E-01	 5.689E-01	 2.704E+00	-7.320E-02	 1.852E+07	 1.385E+06	 8.094E+03	-5.395E+04	 2.347E+07	-7.037E+06	 9.268E+06	 1.548E+01	 1.791E-01	 2.074E-01	 4.554E+04	 7.534E+00	 6.139E+00	 1.150E+01	 1.150E+01	 1.150E+01	 1.497E+04	 1.979E+04	 1.818E+00	 1.818E+00	 0.000E+00	 0.000E+00	 0.000E+00	 0.000E+00
  212.4700	 1.424E+01	-2.749E-01	 2.687E-01	 5.683E-01	 2.702E+00	-7.310E-02	 1.853E+07	 1.386E+06	 7.584E+03	-5.410E+04	 2.348E+07	-6.955E+06	 9.352E+06	 1.548E+01	 1.792E-01	 2.073E-01	 4.554E+04	 7.535E+00	 6.139E+00	 1.150E+01	 1.150E+01	 1.150E+01	 1.497E+04	 1.979E+04	 1.830E+00	 1.830E+00	 0.000E+00	 0.000E+00	 0.000E+00	 0.000E+00
  212.4800	 1.425E+01	-2.749E-01	 2.727E-01	 5.677E-01	 2.699E+00	-7.300E-02	 1.854E+07	 1.386E+06	 7.075E+03	-5.424E+04	 2.349E+07	-6.873E+06	 9.437E+06	 1.548E+01	 1.792E-01	 2.073E-01	 4.554E+04	 7.536E+00	 6.139E+00	 1.150E+01	 1.150E+01	 1.150E+01	 1.497E+04	 1.979E+04	 1.841E+00	 1.841E+00	 0.000E+00	 0.000E+00	 0.000E+00	 0.000E+00
  212.4900	 1.425E+01	-2.749E-01	 2.766E-01	 5.671E-01	 2.696E+00	-7.291E-02	 1.854E+07	 1.386E+06	 6.565E+03	-5.439E+04	 2.349E+07	-6.790E+06	 9.522E+06	 1.548E+01	 1.792E-01	 2.073E-01	 4.554E+04	 7.537E+00	 6.139E+00	 1.150E+01	 1.150E+01	 1.150E+01	 1.498E+04	 1.979E+04	 1.852E+00	 1.852E+00	 0.000E+00	 0.000E+00	 0.000E+00	 0.000E+00
  212.5000	 1.425E+01	-2.750E-01	 2.805E-01	 5.665E-01	 2.693E+00	-7.281E-02	 1.855E+07	 1.386E+06	 6.051E+03	-5.453E+04	 2.349E+07	-6.705E+06	 9.607E+06	 1.548E+01	 1.792E-01	 2.073E-01	 4.554E+04	 7.538E+00	 6.139E+00	 1.150E+01	 1.150E+01	 1.150E+01	 1.498E+04	 1.979E+04	 1.864E+00	 1.864E+00	 0.000E+00	 0.000E+00	 0.000E+00	 0.000E+00
  212.5100	 1.425E+01	-2.750E-01	 2.844E-01	 5.659E-01	 2.690E+00	-7.271E-02	 1.855E+07	 1.386E+06	 5.538E+03	-5.467E+04	 2.350E+07	-6.621E+06	 9.692E+06	 1.548E+01	 1.792E-01	 2.073E-01	 4.554E+04	 7.539E+00	 6.140E+00	 1.151E+01	 1.151E+01	 1.151E+01	 1.498E+04	 1.979E+04	 1.873E+00	 1.873E+00	 0.000E+00	 0.000E+00	 0.000E+00	 0.000E+00
  212.5200	 1.425E+01	-2.750E-01	 2.883E-01	 5.653E-01	 2.687E+00	-7.261E-02	 1.856E+07	 1.386E+06	 5.027E+03	-5.481E+04	 2.350E+07	-6.536E+06	 9.776E+06	 1.548E+01	 1.792E-01	 2.073E-01	 4.554E+04	 7.540E+00	 6.140E+00	 1.151E+01	 1.151E+01	 1.151E+01	 1.498E+04	 1.979E+04	 1.883E+00	 1.883E+00	 0.000E+00	 0.000E+00	 0.000E+00	 0.000E+00
  212.5300	 1.425E+01	-2.750E-01	 2.921E-01	 5.647E-01	 2.684E+00	-7.251E-02	 1.856E+07	 1.387E+06	 4.516E+03	-5.494E+04	 2.351E+07	-6.450E+06	 9.860E+06	 1.549E+01	 1.792E-01	 2.073E-01	 4.554E+04	 7.541E+00	 6.140E+00	 1.151E+01	 1.151E+01	 1.151E+01	 1.498E+04	 1.979E+04	 1.892E+00	 1.892E+00	 0.000E+00	 0.000E+00	 0.000E+00	 0.000E+00
  212.5400	 1.425E+01	-2.751E-01	 2.959E-01	 5.641E-01	 2.682E+00	-7.241E-02	 1.857E+07	 1.387E+06	 4.005E+03	-5.507E+04	 2.351E+07	-6.364E+06	 9.943E+06	 1.549E+01	 1.792E-01	 2.073E-01	 4.554E+04	 7.542E+00	 6.140E+00	 1.151E+01	 1.151E+01	 1.151E+01	 1.499E+04	 1.979E+04	 1.902E+00	 1.902E+00	 0.000E+00	 0.000E+00	 0.000E+00	 0.000E+00
  212.5500	 1.425E+01	-2.751E-01	 2.997E-01	 5.635E-01	 2.679E+00	-7.232E-02	 1.857E+07	 1.387E+06	 3.493E+03	-5.520E+04	 2.351E+07	-6.277E+06	 1.003E+07	 1.549E+01	 1.792E-01	 2.072E-01	 4.554E+04	 7.543E+00	 6.141E+00	 1.151E+01	 1.151E+01	 1.151E+01	 1.499E+04	 1.979E+04	 1.911E+00	 1.911E+00	 0.000E+00	 0.000E+00	 0.000E+00	 0.000E+00
  212.5600	 1.426E+01	-2.751E-01	 3.035E-01	 5.629E-01	 2.676E+00	-7.222E-02	 1.858E+07	 1.387E+06	 2.981E+03	-5.532E+04	 2.352E+07	-6.189E+06	 1.011E+07	 1.549E+01	 1.792E-01	 2.072E-01	 4.554E+04	 7.544E+00	 6.141E+00	 1.151E+01	 1.151E+01	 1.151E+01	 1.499E+04	 1.979E+04	 1.921E+00	 1.921E+00	 0.000E+00	 0.000E+00	 0.000E+00	 0.000E+00
  212.5700	 1.426E+01	-2.751E-01	 3.072E-01	 5.623E-01	 2.673E+00	-7.212E-02	 1.858E+07	 1.387E+06	 2.468E+03	-5.544E+04	 2.352E+07	-6.101E+06	 1.019E+07	 1.549E+01	 1.792E-01	 2.072E-01	 4.554E+04	 7.545E+00	 6.141E+00	 1.151E+01	 1.151E+01	 1.151E+01	 1.499E+04	 1.979E+04	 1.930E+00	 1.930E+00	 0.000E+00	 0.000E+00	 0.000E+00	 0.000E+00
  212.5800	 1.426E+01	-2.751E-01	 3.109E-01	 5.617E-01	 2.670E+00	-7.202E-02	 1.859E+07	 1.387E+06	 1.955E+03	-5.556E+04	 2.352E+07	-6.012E+06	 1.027E+07	 1.549E+01	 1.792E-01	 2.072E-01	 4.554E+04	 7.546E+00	 6.142E+00	 1.151E+01	 1.151E+01	 1.151E+01	 1.499E+04	 1.979E+04	 1.940E+00	 1.940E+00	 0.000E+00	 0.000E+00	 0.000E+00	 0.000E+00
  212.5900	 1.426E+01	-2.752E-01	 3.146E-01	 5.611E-01	 2.667E+00	-7.192E-02	 1.859E+07	 1.387E+06	 1.440E+03	-5.568E+04	 2.352E+07	-5.922E+06	 1.036E+07	 1.549E+01	 1.792E-01	 2.072E-01	 4.554E+04	 7.547E+00	 6.142E+00	 1.151E+01	 1.151E+01	 1.151E+01	 1.500E+04	 1.979E+04	 1.949E+00	 1.949E+00	 0.000E+00	 0.000E+00	 0.000E+00	 0.000E+00
  212.6000	 1.426E+01	-2.752E-01	 3.183E-01	 5.606E-01	 2.664E+00	-7.183E-02	 1.860E+07	 1.387E+06	 9.260E+02	-5.579E+04	 2.353E+07	-5.832E+06	 1.044E+07	 1.549E+01	 1.792E-01	 2.072E-01	 4.554E+04	 7.549E+00	 6.143E+00	 1.151E+01	 1.151E+01	 1.151E+01	 1.500E+04	 1.979E+04	 1.959E+00	 1.959E+00	 0.000E+00	 0.000E+00	 0.000E+00	 0.000E+00
  212.6100	 1.426E+01	-2.752E-01	 3.219E-01	 5.600E-01	 2.661E+00	-7.173E-02	 1.860E+07	 1.387E+06	 4.111E+02	-5.590E+04	 2.353E+07	-5.741E+06	 1.052E+07	 1.550E+01	 1.792E-01	 2.071E-01	 4.554E+04	 7.550E+00	 6.143E+00	 1.151E+01	 1.151E+01	 1.151E+01	 1.500E+04	 1.979E+04	 1.968E+00	 1.968E+00	 0.000E+00	 0.000E+00	 0.000E+00	 0.000E+00
  212.6200	 1.426E+01	-2.752E-01	 3.255E-01	 5.594E-01	 2.658E+00	-7.163E-02	 1.861E+07	 1.388E+06	-2.041E+02	-5.599E+04	 2.353E+07	-5.641E+06	 1.060E+07	 1.550E+01	 1.793E-01	 2.072E-01	 4.554E+04	 7.551E+00	 6.144E+00	 1.152E+01	 1.152E+01	 1.152E+01	 1.500E+04	 1.979E+04	 1.978E+00	 1.978E+00	 0.000E+00	 0.000E+00	 0.000E+00	 0.000E+00
  212.6300	 1.427E+01	-2.752E-01	 3.291E-01	 5.588E-01	 2.655E+00	-7.153E-02	 1.861E+07	 1.388E+06	-7.208E+02	-5.610E+04	 2.353E+07	-5.549E+06	 1.068E+07	 1.550E+01	 1.793E-01	 2.072E-01	 4.554E+04	 7.552E+00	 6.144E+00	 1.152E+01	 1.152E+01	 1.152E+01	 1.500E+04	 1.979E+04	 1.987E+00	 1.987E+00	 0.000E+00	 0.000E+00	 0.000E+00	 0.000E+00
  212.6400	 1.427E+01	-2.753E-01	 3.326E-01	 5.582E-01	 2.652E+00	-7.144E-02	 1.861E+07	 1.388E+06	-1.238E+03	-5.620E+04	 2.353E+07	-5.456E+06	 1.076E+07	 1.550E+01	 1.793E-01	 2.071E-01	 4.554E+04	 7.553E+00	 6.145E+00	 1.152E+01	 1.152E+01	 1.152E+01	 1.501E+04	 1.979E+04	 1.997E+00	 1.997E+00	 0.000E+00	 0.000E+00	 0.000E+00	 0.000E+00
  212.6500	 1.427E+01	-2.753E-01	 3.361E-01	 5.576E-01	 2.648E+00	-7.134E-02	 1.862E+07	 1.388E+06	-1.755E+03	-5.630E+04	 2.353E+07	-5.363E+06	 1.084E+07	 1.550E+01	 1.793E-01	 2.071E-01	 4.554E+04	 7.554E+00	 6.145E+00	 1.152E+01	 1.152E+01	 1.152E+01	 1.501E+04	 1.979E+04	 2.006E+00	 2.006E+00	 0.000E+00	 0.000E+00	 0.000E+00	 0.000E+00
  212.6600	 1.427E+01	-2.753E-01	 3.396E-01	 5.570E-01	 2.645E+00	-7.124E-02	 1.862E+07	 1.388E+06	-2.273E+03	-5.640E+04	 2.353E+07	-5.269E+06	 1.092E+07	 1.550E+01	 1.793E-01	 2.071E-01	 4.554E+04	 7.555E+00	 6.146E+00	 1.152E+01	 1.152E+01	 1.152E+01	 1.501E+04	 1.979E+04	 2.016E+00	 2.016E+00	 0.000E+00	 0.000E+00	 0.000E+00	 0.000E+00
  212.6700	 1.427E+01	-2.753E-01	 3.431E-01	 5.564E-01	 2.642E+00	-7.114E-02	 1.862E+07	 1.388E+06	-2.792E+03	-5.649E+04	 2.353E+07	-5.174E+06	 1.100E+07	 1.550E+01	 1.793E-01	 2.071E-01	 4.554E+04	 7.556E+00	 6.146E+00	 1.152E+01	 1.152E+01	 1.152E+01	 1.501E+04	 1.979E+04	 2.025E+00	 2.025E+00	 0.000E+00	 0.000E+00	 0.000E+00	 0.000E+00
  212.6800	 1.427E+01	-2.753E-01	 3.465E-01	 5.558E-01	 2.639E+00	-7.105E-02	 1.862E+07	 1.388E+06	-3.311E+03	-5.658E+04	 2.353E+07	-5.079E+06	 1.108E+07	 1.550E+01	 1.793E-01	 2.071E-01	 4.554E+04	 7.557E+00	 6.147E+00	 1.152E+01	 1.152E+01	 1.152E+01	 1.501E+04	 1.979E+04	 2.035E+00	 2.035E+00	 0.000E+00	 0.000E+00	 0.000E+00	 0.000E+00
  212.6900	 1.428E+01	-2.754E-01	 3.499E-01	 5.552E-01	 2.636E+00	-7.095E-02	 1.863E+07	 1.388E+06	-3.830E+03	-5.667E+04	 2.353E+07	-4.983E+06	 1.115E+07	 1.550E+01	 1.793E-01	 2.071E-01	 4.554E+04	 7.558E+00	 6.148E+00	 1.152E+01	 1.152E+01	 1.152E+01	 1.502E+04	 1.979E+04	 2.044E+00	 2.044E+00	 0.000E+00	 0.000E+00	 0.000E+00	 0.000E+00
  212.7000	 1.428E+01	-2.754E-01	 3.533E-01	 5.546E-01	 2.633E+00	-7.085E-02	 1.863E+07	 1.388E+06	-4.350E+03	-5.675E+04	 2.353E+07	-4.887E+06	 1.123E+07	 1.550E+01	 1.793E-01	 2.070E-01	 4.554E+04	 7.559E+00	 6.148E+00	 1.152E+01	 1.152E+01	 1.152E+01	 1.502E+04	 1.979E+04	 2.054E+00	 2.054E+00	 0.000E+00	 0.000E+00	 0.000E+00	 0.000E+00
  212.7100	 1.428E+01	-2.754E-01	 3.566E-01	 5.540E-01	 2.630E+00	-7.075E-02	 1.863E+07	 1.388E+06	-4.870E+03	-5.684E+04	 2.353E+07	-4.790E+06	 1.131E+07	 1.550E+01	 1.793E-01	 2.070E-01	 4.554E+04	 7.560E+00	 6.149E+00	 1.152E+01	 1.152E+01	 1.152E+01	 1.502E+04	 1.979E+04	 2.063E+00	 2.063E+00	 0.000E+00	 0.000E+00	 0.000E+00	 0.000E+00
  212.7200	 1.428E+01	-2.754E-01	 3.599E-01	 5.534E-01	 2.626E+00	-7.066E-02	 1.863E+07	 1.388E+06	-5.391E+03	-5.691E+04	 2.353E+07	-4.692E+06	 1.139E+07	 1.550E+01	 1.793E-01	 2.070E-01	 4.554E+04	 7.561E+00	 6.150E+00	 1.152E+01	 1.152E+01	 1.152E+01	 1.502E+04	 1.979E+04	 2.073E+00	 2.073E+00	 0.000E+00	 0.000E+00	 0.000E+00	 0.000E+00
  212.7300	 1.428E+01	-2.755E-01	 3.632E-01	 5.528E-01	 2.623E+00	-7.056E-02	 1.863E+07	 1.387E+06	-5.912E+03	-5.699E+04	 2.353E+07	-4.594E+06	 1.146E+07	 1.550E+01	 1.793E-01	 2.070E-01	 4.554E+04	 7.562E+00	 6.151E+00	 1.152E+01	 1.152E+01	 1.152E+01	 1.502E+04	 1.979E+04	 2.082E+00	 2.082E+00	 0.000E+00	 0.000E+00	 0.000E+00	 0.000E+00
  212.7400	 1.429E+01	-2.755E-01	 3.664E-01	 5.523E-01	 2.620E+00	-7.046E-02	 1.863E+07	 1.387E+06	-6.433E+03	-5.706E+04	 2.353E+07	-4.495E+06	 1.154E+07	 1.550E+01	 1.793E-01	 2.070E-01	 4.554E+04	 7.563E+00	 6.151E+00	 1.153E+01	 1.153E+01	 1.153E+01	 1.503E+04	 1.979E+04	 2.092E+00	 2.092E+00	 0.000E+00	 0.000E+00	 0.000E+00	 0.000E+00
  212.7500	 1.429E+01	-2.755E-01	 3.697E-01	 5.517E-01	 2.617E+00	-7.037E-02	 1.863E+07	 1.387E+06	-6.959E+03	-5.714E+04	 2.353E+07	-4.396E+06	 1.161E+07	 1.550E+01	 1.793E-01	 2.070E-01	 4.554E+04	 7.564E+00	 6.152E+00	 1.153E+01	 1.153E+01	 1.153E+01	 1.503E+04	 1.979E+04	 2.102E+00	 2.102E+00	 0.000E+00	 0.000E+00	 0.000E+00	 0.000E+00
  212.7600	 1.429E+01	-2.755E-01	 3.729E-01	 5.511E-01	 2.613E+00	-7.027E-02	 1.864E+07	 1.387E+06	-7.484E+03	-5.720E+04	 2.352E+07	-4.296E+06	 1.169E+07	 1.550E+01	 1.793E-01	 2.069E-01	 4.554E+04	 7.565E+00	 6.153E+00	 1.153E+01	 1.153E+01	 1.153E+01	 1.503E+04	 1.979E+04	 2.109E+00	 2.109E+00	 0.000E+00	 0.000E+00	 0.000E+00	 0.000E+00
  212.7700	 1.429E+01	-2.756E-01	 3.760E-01	 5.505E-01	 2.610E+00	-7.018E-02	 1.864E+07	 1.387E+06	-8.005E+03	-5.727E+04	 2.352E+07	-4.196E+06	 1.176E+07	 1.550E+01	 1.793E-01	 2.069E-01	 4.554E+04	 7.566E+00	 6.154E+00	 1.153E+01	 1.153E+01	 1.153E+01	 1.503E+04	 1.979E+04	 2.116E+00	 2.116E+00	 0.000E+00	 0.000E+00	 0.000E+00	 0.000E+00
  212.7800	 1.429E+01	-2.756E-01	 3.792E-01	 5.499E-01	 2.607E+00	-7.008E-02	 1.864E+07	 1.387E+06	-8.528E+03	-5.733E+04	 2.352E+07	-4.095E+06	 1.184E+07	 1.550E+01	 1.793E-01	 2.069E-01	 4.554E+04	 7.567E+00	 6.155E+00	 1.153E+01	 1.153E+01	 1.153E+01	 1.503E+04	 1.979E+04	 2.124E+00	 2.124E+00	 0.000E+00	 0.000E+00	 0.000E+00	 0.000E+00
  212.7900	 1.430E+01	-2.756E-01	 3.823E-01	 5.493E-01	 2.604E+00	-6.998E-02	 1.864E+07	 1.387E+06	-9.051E+03	-5.738E+04	 2.352E+07	-3.994E+06	 1.191E+07	 1.550E+01	 1.794E-01	 2.069E-01	 4.554E+04	 7.568E+00	 6.155E+00	 1.153E+01	 1.153E+01	 1.153E+01	 1.504E+04	 1.979E+04	 2.131E+00	 2.131E+00	 0.000E+00	 0.000E+00	 0.000E+00	 0.000E+00
  212.8000	 1.430E+01	-2.756E-01	 3.854E-01	 5.487E-01	 2.600E+00	-6.989E-02	 1.864E+07	 1.387E+06	-9.575E+03	-5.743E+04	 2.351E+07	-3.892E+06	 1.198E+07	 1.550E+01	 1.794E-01	 2.069E-01	 4.554E+04	 7.569E+00	 6.156E+00	 1.153E+01	 1.153E+01	 1.153E+01	 1.504E+04	 1.979E+04	 2.139E+00	 2.139E+00	 0.000E+00	 0.000E+00	 0.000E+00	 0.000E+00
  212.8100	 1.430E+01	-2.756E-01	 3.884E-01	 5.481E-01	 2.597E+00	-6.979E-02	 1.864E+07	 1.386E+06	-1.010E+04	-5.748E+04	 2.351E+07	-3.790E+06	 1.205E+07	 1.550E+01	 1.794E-01	 2.068E-01	 4.554E+04	 7.570E+00	 6.157E+00	 1.153E+01	 1.153E+01	 1.153E+01	 1.504E+04	 1.979E+04	 2.146E+00	 2.146E+00	 0.000E+00	 0.000E+00	 0.000E+00	 0.000E+00
  212.8200	 1.430E+01	-2.757E-01	 3.914E-01	 5.475E-01	 2.594E+00	-6.970E-02	 1.864E+07	 1.386E+06	-1.062E+04	-5.753E+04	 2.351E+07	-3.687E+06	 1.213E+07	 1.550E+01	 1.794E-01	 2.068E-01	 4.554E+04	 7.571E+00	 6.158E+00	 1.153E+01	 1.153E+01	 1.153E+01	 1.504E+04	 1.979E+04	 2.154E+00	 2.154E+00	 0.000E+00	 0.000E+00	 0.000E+00	 0.000E+00
  212.8300	 1.430E+01	-2.757E-01	 3.944E-01	 5.469E-01	 2.590E+00	-6.960E-02	 1.863E+07	 1.386E+06	-1.115E+04	-5.757E+04	 2.350E+07	-3.584E+06	 1.220E+07	 1.550E+01	 1.794E-01	 2.068E-01	 4.554E+04	 7.572E+00	 6.159E+00	 1.153E+01	 1.153E+01	 1.153E+01	 1.504E+04	 1.979E+04	 2.161E+00	 2.161E+00	 0.000E+00	 0.000E+00	 0.000E+00	 0.000E+00
  212.8400	 1.431E+01	-2.757E-01	 3.974E-01	 5.464E-01	 2.587E+00	-6.951E-02	 1.863E+07	 1.386E+06	-1.167E+04	-5.761E+04	 2.350E+07	-3.481E+06	 1.227E+07	 1.550E+01	 1.794E-01	 2.068E-01	 4.554E+04	 7.573E+00	 6.160E+00	 1.153E+01	 1.153E+01	 1.153E+01	 1.505E+04	 1.979E+04	 2.168E+00	 2.168E+00	 0.000E+00	 0.000E+00	 0.000E+00	 0.000E+00
  212.8500	 1.431E+01	-2.757E-01	 4.003E-01	 5.458E-01	 2.583E+00	-6.941E-02	 1.863E+07	 1.386E+06	-1.220E+04	-5.765E+04	 2.349E+07	-3.377E+06	 1.234E+07	 1.550E+01	 1.794E-01	 2.068E-01	 4.554E+04	 7.574E+00	 6.161E+00	 1.154E+01	 1.154E+01	 1.154E+01	 1.505E+04	 1.979E+04	 2.176E+00	 2.176E+00	 0.000E+00	 0.000E+00	 0.000E+00	 0.000E+00
  212.8600	 1.431E+01	-2.758E-01	 4.032E-01	 5.452E-01	 2.580E+00	-6.932E-02	 1.863E+07	 1.385E+06	-1.272E+04	-5.768E+04	 2.349E+07	-3.272E+06	 1.240E+07	 1.550E+01	 1.794E-01	 2.068E-01	 4.554E+04	 7.575E+00	 6.162E+00	 1.154E+01	 1.154E+01	 1.154E+01	 1.505E+04	 1.979E+04	 2.183E+00	 2.183E+00	 0.000E+00	 0.000E+00	 0.000E+00	 0.000E+00
  212.8700	 1.431E+01	-2.758E-01	 4.060E-01	 5.446E-01	 2.577E+00	-6.922E-02	 1.863E+07	 1.385E+06	-1.324E+04	-5.771E+04	 2.348E+07	-3.168E+06	 1.247E+07	 1.550E+01	 1.794E-01	 2.068E-01	 4.554E+04	 7.576E+00	 6.164E+00	 1.154E+01	 1.154E+01	 1.154E+01	 1.505E+04	 1.979E+04	 2.191E+00	 2.191E+00	 0.000E+00	 0.000E+00	 0.000E+00	 0.000E+00
  212.8800	 1.431E+01	-2.758E-01	 4.089E-01	 5.440E-01	 2.573E+00	-6.913E-02	 1.863E+07	 1.385E+06	-1.376E+04	-5.774E+04	 2.348E+07	-3.063E+06	 1.254E+07	 1.550E+01	 1.794E-01	 2.067E-01	 4.554E+04	 7.577E+00	 6.165E+00	 1.154E+01	 1.154E+01	 1.154E+01	 1.505E+04	 1.979E+04	 2.198E+00	 2.198E+00	 0.000E+00	 0.000E+00	 0.000E+00	 0.000E+00
  212.8900	 1.432E+01	-2.758E-01	 4.117E-01	 5.434E-01	 2.570E+00	-6.903E-02	 1.863E+07	 1.385E+06	-1.428E+04	-5.776E+04	 2.347E+07	-2.957E+06	 1.261E+07	 1.550E+01	 1.794E-01	 2.067E-01	 4.554E+04	 7.578E+00	 6.166E+00	 1.154E+01	 1.154E+01	 1.154E+01	 1.506E+04	 1.979E+04	 2.206E+00	 2.206E+00	 0.000E+00	 0.000E+00	 0.000E+00	 0.000E+00
  212.9000	 1.432E+01	-2.759E-01	 4.144E-01	 5.428E-01	 2.566E+00	-6.894E-02	 1.862E+07	 1.384E+06	-1.481E+04	-5.778E+04	 2.346E+07	-2.851E+06	 1.267E+07	 1.549E+01	 1.795E-01	 2.067E-01	 4.554E+04	 7.579E+00	 6.167E+00	 1.154E+01	 1.154E+01	 1.154E+01	 1.506E+04	 1.979E+04	 2.213E+00	 2.213E+00	 0.000E+00	 0.000E+00	 0.000E+00	 0.000E+00
